frpm_perc,act_perc_above_21,sat_perc_read_write_benchmark,sat_perc_math_benchmark,sat_perc_both_benchmarks,perc_sat_takers,perc_act_takers
0.812,0.2778,0.3663,0.21780000000000002,0.1881,0.06579804560260587,0.08208469055374593
0.872,0.6667000000000001,0.5859000000000001,0.4375,0.40630000000000005,0.08602150537634409,0.020161290322580645
0.9440000000000001,0.3889,0.5398,0.354,0.3009,0.09120258272800645,0.043583535108958835
0.9309999999999999,0.2545,0.5443,0.32909999999999995,0.2785,0.056630824372759854,0.07885304659498207
0.879,0.3636,0.4855,0.2832,0.2486,0.06928313976772127,0.00881057268722467
0.265,0.76,0.8020999999999999,0.6457999999999999,0.6146,0.08598298253470667,0.02239140170174653
0.5820000000000001,0.36590000000000006,0.6627,0.33130000000000004,0.3012,0.07778819119025304,0.019212746016869727
0.924,,0.431,0.1839,0.16670000000000001,0.07050243111831442,0.00526742301458671
0.914,0.3099,0.46759999999999996,0.19440000000000002,0.1759,0.0817562452687358,0.026873580620741862
0.361,0.7071,0.8306,0.624,0.5909,0.10417563495479983,0.04261730520878175
0.319,0.5294,0.8583,0.6535,0.6299,0.06280909990108803,0.025222551928783383
0.6940000000000001,0.2963,0.6041,0.37549999999999994,0.3306,0.09315589353612168,0.02053231939163498
0.282,0.7,0.8564,0.7077,0.6872,0.09224219489120151,0.02838221381267739
0.72,0.6809000000000001,0.6173,0.5062,0.44439999999999996,0.05563186813186813,0.016140109890109892
0.8340000000000001,0.2059,0.5564,0.2707,0.2256,0.05661983822903363,0.01447424435930183
0.858,0.4,0.5,0.325,0.2917,0.057034220532319393,0.007129277566539924
0.7170000000000001,0.4545,0.6111,0.3148,0.2901,0.07297297297297298,0.00990990990990991
0.727,0.65,0.75,0.3125,0.3125,0.03333333333333333,0.041666666666666664
0.748,0.5,0.5962,0.2596,0.25,0.056861673045379986,0.008747949699289229
0.833,0.3636,0.5176,0.32939999999999997,0.3059,0.049911920140927775,0.025836758661186142
0.94,0.2903,0.5,0.2961,0.2434,0.07033780657103193,0.014345210550670985
0.8220000000000001,0.4314,0.5164,0.2787,0.2541,0.06066633515663849,0.02536051715564396
0.812,,0.8214,0.35710000000000003,0.35710000000000003,0.05384615384615385,0.007692307692307693
0.879,0.0741,,,,0.008875739644970414,0.07988165680473373
0.125,,0.9333,0.6333,0.6,0.05976095617529881,0.01593625498007968
0.5760000000000001,,0.725,0.35,0.35,0.047058823529411764,0.007058823529411765
0.644,0.3143,0.7173999999999999,0.3261,0.3261,0.04893617021276596,0.03723404255319149
0.359,,0.8226,0.5323,0.5323,0.049639711769415534,0.01120896717373899
0.764,0.33799999999999997,0.4372,0.2623,0.2186,0.10445205479452055,0.04052511415525114
0.5710000000000001,0.9333,0.8837,0.7326,0.7209,0.056467498358502954,0.00984898227183191
0.8959999999999999,0.25,0.3788,0.1061,0.0909,0.07081545064377683,0.017167381974248927
0.831,0.25,0.551,0.3469,0.3265,0.056712962962962965,0.046296296296296294
0.536,,0.8125,0.4792,0.4583,0.0511727078891258,0.010660980810234541
0.662,0.5294,0.6818000000000001,0.3788,0.3636,0.05309734513274336,0.013676588897827836
0.665,0.5,0.6581999999999999,0.3797,0.32909999999999995,0.05067350865939705,0.011545862732520847
0.275,,0.9487000000000001,0.6154,0.6154,0.1652542372881356,0.012711864406779662
0.526,0.3457,0.7173999999999999,0.35869999999999996,0.3152,0.05032822757111598,0.04431072210065645
0.899,0.035699999999999996,0.3333,0.1429,0.127,0.1024390243902439,0.1821138211382114
0.764,0.3889,0.6889,0.3111,0.3111,0.08687258687258688,0.03474903474903475
0.769,,0.7273000000000001,0.2121,0.2121,0.03793103448275862,0.016091954022988506
0.59,,0.8889,0.6667000000000001,0.6667000000000001,0.07012987012987013,0.005194805194805195
0.505,,0.8108,0.5676,0.5135000000000001,0.07414829659318638,0.022044088176352707
0.604,0.22219999999999998,,,,0.040955631399317405,0.06143344709897611
0.32899999999999996,0.5556,0.8,0.425,0.4,0.05141388174807198,0.03470437017994859
0.937,,0.4286,0.1429,0.1429,0.06583072100313479,0.007836990595611285
0.9179999999999999,,0.40630000000000005,0.0313,0.0313,0.21768707482993196,0.013605442176870748
0.958,0.1128,0.4754,0.21309999999999998,0.16390000000000002,0.1018363939899833,0.22203672787979967
0.7040000000000001,,0.625,0.375,0.34380000000000005,0.06274509803921569,0.00784313725490196
0.8490000000000001,,0.5882000000000001,0.3529,0.3529,0.038901601830663615,0.029748283752860413
0.179,0.6944,0.9722,0.4861,0.4861,0.13284132841328414,0.06642066420664207
0.32,0.8148000000000001,0.9467,0.6667000000000001,0.6533,0.14534883720930233,0.10465116279069768
0.853,,0.75,0.3611,0.3333,0.061016949152542375,0.0
0.315,0.8925,0.9109,0.7733,0.7490000000000001,0.11345888837850253,0.04271933853927423
0.723,0.3704,0.6420999999999999,0.4,0.34740000000000004,0.06638714185883997,0.018867924528301886
0.251,0.9818000000000001,1.0,0.9875,0.9875,0.07928642220019821,0.05450941526263627
0.53,0.6098,0.7440000000000001,0.5362,0.5072,0.10742086144265697,0.02127659574468085
0.773,0.40380000000000005,0.6747,0.3012,0.2771,0.05818436733263232,0.018226428321065545
0.809,0.2,0.5622,0.0973,0.0973,0.07585075850758508,0.01845018450184502
0.52,0.6175999999999999,0.8787999999999999,0.6667000000000001,0.6364,0.15456674473067916,0.07962529274004684
0.73,0.22219999999999998,0.4458,0.1084,0.0964,0.049879807692307696,0.010817307692307692
0.812,0.25,0.46299999999999997,0.1574,0.1574,0.04280618311533888,0.009512485136741973
0.373,0.7940999999999999,0.8936,0.6117,0.6011,0.06319327731092438,0.022857142857142857
0.595,0.48,0.7081000000000001,0.3851,0.354,0.059563448020717724,0.00924898261191269
0.807,0.08,0.5238,0.2698,0.254,0.04248145650708024,0.016857720836142953
0.5770000000000001,0.42219999999999996,0.6809999999999999,0.36210000000000003,0.3448,0.04449558879938627,0.01726121979286536
0.263,0.9115000000000001,0.9295,0.8835,0.8454999999999999,0.11673521037646314,0.06074027206580196
0.7929999999999999,0.16,0.6737000000000001,0.3895,0.3579,0.0794314381270903,0.020903010033444816
0.787,0.5417000000000001,0.7143,0.41759999999999997,0.41759999999999997,0.08394833948339483,0.02214022140221402
1.0,0.47369999999999995,0.7481,0.4667,0.4296,0.07516703786191536,0.06347438752783964
1.0,0.3148,0.6284000000000001,0.4189,0.3446,0.0779768177028451,0.05690200210748156
0.631,,0.5517,0.1655,0.1586,0.042546948356807515,0.0
0.934,0.5714,0.6154,0.3846,0.3187,0.09680851063829787,0.022340425531914895
0.79,,0.7426,0.5149,0.4851,0.04149548069022186,0.002875924404272802
0.568,0.7917000000000001,0.8137000000000001,0.5342,0.5031,0.055728625822083766,0.008307372793354102
0.17,0.8571,0.9586,0.8069,0.8,0.10476878612716763,0.0657514450867052
0.324,0.6087,0.8297,0.5934,0.5714,0.09464378575143005,0.059802392095683825
0.37200000000000005,0.6429,0.8059999999999999,0.5075,0.47759999999999997,0.10037453183520599,0.03146067415730337
0.42200000000000004,0.8085,0.8391,0.7434999999999999,0.713,0.08998435054773082,0.036776212832550864
0.318,0.7778,0.8419,0.7079000000000001,0.6701,0.11497431845120505,0.03200316080600553
0.852,0.1613,0.4422,0.12560000000000002,0.11560000000000001,0.1079175704989154,0.06724511930585683
0.826,0.17859999999999998,0.4864,0.25,0.2091,0.09657594381035997,0.012291483757682178
0.8440000000000001,0.12119999999999999,0.4471,0.2412,0.1941,0.08831168831168831,0.017142857142857144
0.506,0.6579,0.7469,0.537,0.5246999999999999,0.11042944785276074,0.025903203817314247
0.317,0.741,0.8896999999999999,0.6881999999999999,0.6654000000000001,0.11158252015273654,0.05897327110733984
0.7859999999999999,,0.1591,0.0,0.0,0.39285714285714285,
0.687,,0.4731,0.23850000000000002,0.22690000000000002,0.21702838063439064,0.007512520868113523
0.743,0.3261,0.43770000000000003,0.262,0.2364,0.25100240577385724,0.03688853247794707
0.563,0.5882000000000001,0.5092,0.3543,0.2966,0.23591331269349844,0.010526315789473684
0.348,0.6395000000000001,0.8378,0.5405,0.5315,0.09955156950672646,0.06591928251121076
0.638,0.6781999999999999,0.7197,0.4949,0.4646,0.09618654359970853,0.02113189215448142
0.6709999999999999,0.6667000000000001,0.7701,0.46869999999999995,0.4388,0.09326280623608017,0.013363028953229399
0.223,0.7778,0.9,0.7,0.7,0.05412719891745602,0.036535859269282815
0.7440000000000001,0.35710000000000003,0.6164000000000001,0.2329,0.20550000000000002,0.08827085852478839,0.03385731559854897
0.8340000000000001,0.6207,0.7602,0.6470999999999999,0.6063000000000001,0.10791015625,0.01416015625
0.9470000000000001,0.36840000000000006,0.541,0.43439999999999995,0.3443,0.07019562715765247,0.06559263521288838
0.932,0.3922,0.6470999999999999,0.32939999999999997,0.3059,0.06310319227913883,0.0378619153674833
0.804,0.7843000000000001,0.8101,0.648,0.6257,0.09707158351409978,0.027657266811279828
0.895,0.36840000000000006,0.6470999999999999,0.4202,0.3697,0.09596774193548387,0.04596774193548387
0.649,0.2844,0.6164999999999999,0.35710000000000003,0.3195,0.11252115059221658,0.0922165820642978
0.16399999999999998,0.7156,0.9429000000000001,0.6786,0.6570999999999999,0.11541632316570487,0.0898598516075845
0.263,0.8671,0.9511,0.8759,0.8571,0.10199386503067484,0.054831288343558285
0.727,0.6905,0.8136,0.6441,0.6102000000000001,0.08141674333026679,0.019319227230910764
0.6729999999999999,,0.85,0.72,0.69,0.06230529595015576,0.006853582554517134
0.564,0.8571,0.9457,0.8587,0.8478,0.08280828082808281,0.018901890189018902
0.26,0.8354,0.8629000000000001,0.8184999999999999,0.75,0.10415791684166317,0.03317933641327173
0.40399999999999997,,0.88,0.48,0.48,0.01934984520123839,0.007739938080495356
0.825,0.4375,0.8593999999999999,0.6563,0.6406000000000001,0.11808118081180811,0.2066420664206642
0.866,0.1,0.3421,0.0395,0.0395,0.09156626506024096,0.07228915662650602
0.8220000000000001,0.0392,0.4576,0.08470000000000001,0.08470000000000001,0.08392603129445235,0.07254623044096728
0.74,0.4118,0.5106,0.21280000000000002,0.21280000000000002,0.13864306784660768,0.05014749262536873
0.97,0.22219999999999998,0.6618,0.4412,0.4265,0.10759493670886076,0.15664556962025317
0.048,0.9420000000000001,0.9588,0.9294,0.9176000000000001,0.08220502901353965,0.06673114119922631
0.11,0.8143,0.9254000000000001,0.8284,0.8134,0.06795131845841786,0.07099391480730223
0.122,0.8515999999999999,0.9113,0.7044,0.6847,0.10124688279301745,0.09077306733167083
0.818,0.1979,0.5263,0.3053,0.2316,0.18164435946462715,0.1835564053537285
0.893,0.2571,0.5832999999999999,0.3889,0.375,0.24870466321243523,0.18134715025906736
0.945,0.1024,0.5618,0.191,0.1685,0.13884555382215288,0.1981279251170047
0.496,0.625,0.8698999999999999,0.6027,0.589,0.19623655913978494,0.03225806451612903
0.386,,0.9494,0.8987,0.8734000000000001,0.19651741293532338,0.02736318407960199
0.713,,0.55,0.3,0.25,0.03683241252302026,0.0
0.821,0.20559999999999998,0.2441,0.11230000000000001,0.095,0.18782961460446249,0.043407707910750506
0.605,0.5789,0.5445,0.34619999999999995,0.3176,0.18455334987593053,0.011786600496277916
0.401,0.7042,0.731,0.4664,0.45770000000000005,0.13063190705582317,0.020119013884953244
0.684,0.6934,0.6491,0.4366,0.42340000000000005,0.1507699950322901,0.034028812717337306
0.612,0.6267,0.5484,0.3115,0.29510000000000003,0.18238651807556402,0.02038597444957869
0.45399999999999996,0.8923000000000001,0.972,0.965,0.951,0.2143928035982009,0.09745127436281859
0.8340000000000001,0.1923,0.34149999999999997,0.1362,0.1161,0.21092278719397364,0.02448210922787194
0.622,,0.623,0.2459,0.2459,0.13800904977375567,0.0022624434389140274
0.45399999999999996,0.4,0.8889,0.7143,0.6667000000000001,0.1571072319201995,0.03740648379052369
0.9490000000000001,,0.2917,0.125,0.09380000000000001,0.18216318785578747,0.013282732447817837
0.951,0.5333,0.3373,0.1325,0.12050000000000001,0.17735042735042736,0.03205128205128205
0.7140000000000001,0.1429,0.3699,0.0959,0.08220000000000001,0.12874779541446207,0.037037037037037035
0.956,,0.39390000000000003,0.0909,0.060599999999999994,0.18032786885245902,0.07650273224043716
0.961,,0.3951,0.1605,0.1358,0.132569558101473,0.019639934533551555
0.619,0.525,,,,0.02527075812274368,0.07220216606498195
0.9129999999999999,,0.35710000000000003,0.16670000000000001,0.1429,0.06885245901639345,0.019672131147540985
0.915,0.10289999999999999,0.5224,0.22390000000000002,0.1791,0.0783625730994152,0.07953216374269007
