frpm_perc,act_perc_above_21,sat_perc_read_write_benchmark,sat_perc_math_benchmark,sat_perc_both_benchmarks,perc_sat_takers,perc_act_takers
0.8540000000000001,0.3077,0.6667000000000001,0.2879,0.2576,0.16336633663366337,0.06435643564356436
0.621,0.7917000000000001,0.8865999999999999,0.6495000000000001,0.6392,0.20770877944325483,0.05139186295503212
0.6940000000000001,,0.6315999999999999,0.36840000000000006,0.36840000000000006,0.02848575712143928,0.0029985007496251873
0.955,0.1176,0.3286,0.0571,0.0429,0.24475524475524477,0.11888111888111888
0.8859999999999999,0.20929999999999999,0.6667000000000001,0.4167,0.4167,0.03966942148760331,0.14214876033057852
0.963,0.125,0.42719999999999997,0.22329999999999997,0.1845,0.17166666666666666,0.2
0.9490000000000001,,0.4715,0.2439,0.2114,0.1264131551901336,0.008221993833504625
0.9279999999999999,0.2609,0.6493000000000001,0.3284,0.29100000000000004,0.15971394517282478,0.08224076281287247
0.713,,0.7476,0.4175,0.3883,0.09698681732580038,0.011299435028248588
0.643,0.2778,0.6557,0.377,0.3443,0.0710128055878929,0.04190919674039581
0.62,0.6579,0.775,0.6625,0.6,0.08264462809917356,0.03925619834710744
0.535,0.46149999999999997,0.6905,0.369,0.3452,0.10783055198973042,0.06675224646983312
0.987,0.1481,0.4203,0.2609,0.22460000000000002,0.228099173553719,0.26776859504132233
0.426,,0.8656999999999999,0.5821000000000001,0.5522,0.04425363276089828,0.0
0.94,0.27140000000000003,0.5145000000000001,0.2101,0.2101,0.23154362416107382,0.1174496644295302
0.94,0.125,0.2814,0.0928,0.08380000000000001,0.17560462670872765,0.012618296529968454
0.912,0.2829,0.5818,0.2045,0.1955,0.10967098703888335,0.07577268195413758
0.9179999999999999,0.1923,0.3761,0.0917,0.08259999999999999,0.08897959183673469,0.02122448979591837
0.955,,0.22219999999999998,0.19440000000000002,0.1389,0.1254355400696864,0.03832752613240418
0.966,0.10980000000000001,0.3223,0.2562,0.21489999999999998,0.21492007104795738,0.2912966252220249
0.909,0.175,0.4105,0.4,0.29469999999999996,0.2097130242825607,0.17660044150110377
0.985,,0.3625,0.125,0.1125,0.13071895424836602,0.0196078431372549
0.982,0.1724,0.2845,0.2672,0.18969999999999998,0.18985270049099837,0.09492635024549918
0.929,0.381,0.5682,0.25,0.25,0.07760141093474426,0.037037037037037035
0.914,0.1081,0.4286,0.1825,0.1746,0.12244897959183673,0.14382896015549076
0.855,0.3057,0.6043,0.3741,0.3525,0.22899505766062603,0.2586490939044481
0.9490000000000001,,0.4302,0.1977,0.18600000000000003,0.19953596287703015,0.02320185614849188
0.856,0.0667,0.2439,0.09759999999999999,0.08539999999999999,0.15708812260536398,0.028735632183908046
0.8740000000000001,,0.3129,0.1837,0.1429,0.109375,0.001488095238095238
0.943,,0.3099,0.1197,0.0704,0.12511013215859032,0.00881057268722467
0.917,0.2444,0.629,0.35479999999999995,0.3387,0.11969111969111969,0.08687258687258688
0.938,,0.2162,0.1081,0.08109999999999999,0.09973045822102426,0.016172506738544475
0.937,,0.3699,0.1503,0.12140000000000001,0.12814814814814815,0.00962962962962963
0.728,,0.2857,0.09519999999999999,0.09519999999999999,0.16091954022988506,0.0421455938697318
0.927,0.0814,0.375,0.125,0.0625,0.0365296803652968,0.1963470319634703
0.958,0.35,0.4536,0.2268,0.20620000000000002,0.11700844390832328,0.024125452352231604
0.813,0.1176,0.3023,0.11630000000000001,0.09300000000000001,0.0671875,0.053125
0.941,0.0,0.1522,0.0217,0.0217,0.12432432432432433,0.08108108108108109
0.9590000000000001,0.027999999999999997,0.2353,0.0706,0.0588,0.166015625,0.279296875
0.865,0.2581,0.5586,0.3333,0.2793,0.22379032258064516,0.3125
0.6990000000000001,,0.36,0.12,0.12,0.14204545454545456,0.022727272727272728
0.94,0.051699999999999996,0.1905,0.047599999999999996,0.047599999999999996,0.1390728476821192,0.1280353200883002
0.909,0.5882000000000001,0.4375,0.20829999999999999,0.20829999999999999,0.10884353741496598,0.03854875283446712
0.938,,0.3906,0.0781,0.046900000000000004,0.1461187214611872,0.0136986301369863
0.615,,0.2581,0.129,0.0968,0.15897435897435896,0.015384615384615385
0.965,0.0625,0.2857,0.102,0.09179999999999999,0.07035175879396985,0.08040201005025126
0.9059999999999999,,0.1852,0.018500000000000003,0.0,0.1409921671018277,0.0026109660574412533
0.951,,0.25,0.0882,0.0882,0.061316501352569885,0.002705139765554554
0.91,0.1905,0.5926,0.40740000000000004,0.3889,0.05482233502538071,0.02131979695431472
0.7170000000000001,0.4792,0.6919,0.3128,0.2938,0.17238562091503268,0.0392156862745098
0.929,,0.41009999999999996,0.1942,0.15109999999999998,0.1331417624521073,0.012452107279693486
0.9279999999999999,0.0,0.16,0.04,0.04,0.0625,0.0625
0.621,0.6087,0.8332999999999999,0.47619999999999996,0.47619999999999996,0.12727272727272726,0.0696969696969697
0.9209999999999999,,0.5111,0.22219999999999998,0.22219999999999998,0.08287292817679558,0.0
0.965,0.0839,0.35710000000000003,0.11900000000000001,0.11900000000000001,0.16535433070866143,0.3051181102362205
0.882,0.1124,0.5556,0.2778,0.2778,0.06060606060606061,0.2996632996632997
0.645,0.3182,0.65,0.3333,0.31670000000000004,0.11320754716981132,0.12452830188679245
0.917,0.11109999999999999,0.35479999999999995,0.0323,0.0323,0.07560975609756097,0.06585365853658537
0.935,,0.4857,0.0857,0.0857,0.09408602150537634,0.0
0.929,,0.4182,0.0727,0.0545,0.16923076923076924,0.024615384615384615
0.925,0.087,0.2683,0.048799999999999996,0.048799999999999996,0.10199004975124377,0.05721393034825871
0.96,,0.25,0.0833,0.0625,0.13872832369942195,0.005780346820809248
0.799,0.2366,0.5526,0.2763,0.25,0.16630196936542668,0.20350109409190373
0.935,0.0707,,,,0.020618556701030927,0.17010309278350516
0.904,,0.2889,0.15560000000000002,0.1333,0.24953789279112754,0.025878003696857672
0.9329999999999999,0.2182,0.49119999999999997,0.3333,0.2982,0.1425,0.275
0.65,0.3333,0.5327000000000001,0.26170000000000004,0.2336,0.1,0.028037383177570093
0.85,0.1795,0.5861999999999999,0.2069,0.1724,0.06682027649769585,0.08986175115207373
0.914,,0.3284,0.209,0.1642,0.12859884836852206,0.003838771593090211
0.861,0.2857,0.4681,0.21280000000000002,0.19149999999999998,0.10514541387024609,0.06263982102908278
0.917,,0.21739999999999998,0.0435,0.0435,0.06784660766961652,0.0058997050147492625
0.9470000000000001,,0.3333,0.131,0.10710000000000001,0.17073170731707318,0.0
0.945,0.037000000000000005,0.2784,0.061900000000000004,0.061900000000000004,0.09817813765182186,0.027327935222672066
0.948,,0.4242,0.0909,0.060599999999999994,0.05892857142857143,0.023214285714285715
0.927,0.060599999999999994,0.23260000000000003,0.13949999999999999,0.11630000000000001,0.08669354838709678,0.06653225806451613
0.9690000000000001,,0.39130000000000004,0.39130000000000004,0.3043,0.04466019417475728,0.011650485436893204
0.958,0.1,0.2703,0.08109999999999999,0.08109999999999999,0.07088122605363985,0.038314176245210725
0.792,0.0233,0.4,0.225,0.175,0.04920049200492005,0.05289052890528905
0.976,0.4,0.46590000000000004,0.2159,0.1705,0.15913200723327306,0.027124773960216998
0.9570000000000001,0.1714,0.28850000000000003,0.15380000000000002,0.1346,0.11087420042643924,0.07462686567164178
0.9229999999999999,0.0816,0.3465,0.1575,0.11810000000000001,0.24329501915708812,0.28160919540229884
0.669,0.1471,0.4595,0.2973,0.2973,0.10662824207492795,0.19596541786743515
0.893,0.1367,0.3981,0.10189999999999999,0.10189999999999999,0.2057142857142857,0.26476190476190475
0.856,0.4459,,,,0.007575757575757576,0.2803030303030303
0.977,0.34090000000000004,0.5652,0.2464,0.1884,0.12432432432432433,0.07927927927927927
0.927,0.1892,0.7778,0.5185,0.4815,0.04918032786885246,0.26958105646630237
0.934,0.1,0.2439,0.1463,0.09759999999999999,0.15953307392996108,0.07782101167315175
0.8809999999999999,0.07690000000000001,0.28,0.12,0.08,0.10101010101010101,0.052525252525252523
0.914,0.0,0.2,0.0,0.0,0.09852216748768473,0.06157635467980296
0.898,,0.10710000000000001,0.035699999999999996,0.035699999999999996,0.08615384615384615,0.003076923076923077
0.9,0.0909,0.5313,0.1563,0.1406,0.08311688311688312,0.11428571428571428
0.937,0.2703,0.41979999999999995,0.1852,0.1605,0.11522048364153627,0.05263157894736842
0.948,0.06559999999999999,0.4167,0.15,0.1,0.08915304606240713,0.09063893016344725
0.895,0.2826,0.5128,0.3333,0.2949,0.12828947368421054,0.0756578947368421
0.885,,0.45,0.0833,0.0833,0.13215859030837004,0.011013215859030838
0.912,,0.1935,0.0645,0.0645,0.042119565217391304,0.01358695652173913
0.703,0.3125,0.4792,0.25,0.22920000000000001,0.08905380333951762,0.029684601113172542
0.644,,0.6604000000000001,0.3208,0.28300000000000003,0.10251450676982592,0.027079303675048357
0.802,0.1558,,,,0.02348993288590604,0.25838926174496646
0.8079999999999999,,0.6452,0.2903,0.2903,0.07616707616707617,0.019656019656019656
0.95,0.075,0.21739999999999998,0.0978,0.087,0.19956616052060738,0.08676789587852494
0.92,0.09759999999999999,0.3333,0.2,0.15560000000000002,0.09,0.164
0.9540000000000001,0.0366,0.4706,0.1765,0.1471,0.14782608695652175,0.1782608695652174
0.9540000000000001,,0.2658,0.0886,0.0759,0.1077762619372442,0.008185538881309686
0.929,,0.21739999999999998,0.1522,0.1304,0.12602739726027398,0.038356164383561646
0.996,,0.2667,0.1,0.0667,0.11235955056179775,0.04119850187265917
0.9520000000000001,,0.6175999999999999,0.4412,0.4118,0.20481927710843373,0.0
0.9079999999999999,0.2059,0.3505,0.15460000000000002,0.14429999999999998,0.20250521920668058,0.0709812108559499
0.8109999999999999,,0.2759,0.1379,0.10339999999999999,0.11934156378600823,0.00411522633744856
0.8590000000000001,0.2706,,,,0.013850415512465374,0.23545706371191136
0.6829999999999999,0.1124,0.4426,0.22949999999999998,0.18030000000000002,0.07558859975216853,0.11028500619578686
0.726,0.0455,,,,,0.061452513966480445
0.8320000000000001,0.15380000000000002,0.5,0.44439999999999996,0.3611,0.07045009784735812,0.10176125244618395
0.91,,0.5088,0.1754,0.1404,0.04188096987509184,0.0036737692872887582
0.243,0.65,0.8684000000000001,0.47369999999999995,0.47369999999999995,0.18446601941747573,0.0970873786407767
0.9,0.21350000000000002,0.5455,0.233,0.2216,0.07102502017756256,0.035916061339790153
0.92,0.24719999999999998,0.5157,0.2579,0.23579999999999998,0.13277661795407097,0.07432150313152401
0.905,0.129,0.3039,0.1373,0.1373,0.1186046511627907,0.03604651162790698
0.833,0.4324,0.4097,0.2321,0.1991,0.22053712480252766,0.011690363349131122
0.8859999999999999,0.2813,0.4779,0.1593,0.1593,0.07852675469075747,0.022237665045170257
0.705,0.42310000000000003,0.5,0.25,0.21739999999999998,0.061374249499666446,0.01734489659773182
0.66,0.5263,0.5967,0.3978,0.3591,0.10295790671217292,0.01080773606370876
0.652,0.8,0.7555,0.5146000000000001,0.4891,0.08796147672552167,0.03531300160513644
0.823,0.0909,0.25,0.0278,0.0139,0.096,0.044
0.7609999999999999,0.0833,0.2366,0.0538,0.043,0.10426008968609865,0.053811659192825115
0.57,0.6579,0.7888,0.5378000000000001,0.5339,0.10955914447839371,0.016586643387167175
0.32899999999999996,0.8279000000000001,0.8693000000000001,0.6667000000000001,0.6503,0.08590679393599102,0.03425042111173498
0.54,0.9179999999999999,0.8390000000000001,0.7203,0.6949,0.07065868263473053,0.03652694610778443
0.787,0.598,0.7662,0.5455,0.5325,0.1485053037608486,0.09836065573770492
0.8,0.3333,0.625,0.47,0.425,0.10946907498631636,0.019704433497536946
0.8759999999999999,0.5909,0.563,0.3858,0.3268,0.0962485790071997,0.01667298219022357
0.848,0.3922,0.6927,0.3281,0.3177,0.1225271218889598,0.0650925335035099
0.902,0.2407,0.44939999999999997,0.3671,0.29109999999999997,0.1111111111111111,0.0759493670886076
0.9470000000000001,,0.4118,0.1294,0.1059,0.04292929292929293,0.005555555555555556
0.5529999999999999,0.6596,0.8769,0.5769,0.5692,0.06229036895064686,0.022520364159080018
0.85,0.125,0.47619999999999996,0.1905,0.131,0.061628760088041086,0.01760821716801174
0.9179999999999999,0.2082,0.47479999999999994,0.34909999999999997,0.2862,0.12378357337485403,0.1047100038925652
0.523,0.7548999999999999,0.8945000000000001,0.7345,0.71,0.11302681992337164,0.04342273307790549
0.843,0.5366,0.6093,0.40399999999999997,0.3642,0.07603222557905337,0.020644511581067473
0.654,0.5396,0.6718000000000001,0.36840000000000006,0.3591,0.12413528055342045,0.05342044581091468
0.862,0.4375,0.6552,0.3736,0.3506,0.1174881836596894,0.03241053342336259
0.9309999999999999,0.1591,0.3154,0.10769999999999999,0.1,0.09372746935832732,0.03172314347512617
0.9359999999999999,0.02,0.2353,0.10289999999999999,0.0882,0.10559006211180125,0.07763975155279502
0.927,0.3125,0.2593,0.22219999999999998,0.1852,0.05202312138728324,0.030828516377649325
0.94,0.5789,0.5118,0.3386,0.3071,0.11913696060037524,0.017823639774859287
0.8140000000000001,,0.35810000000000003,0.2052,0.1834,0.1832,0.0072
0.9,0.0625,0.3221,0.0913,0.0817,0.1553398058252427,0.05974607916355489
0.733,0.6364,0.7089,0.4633,0.4481,0.16589668206635869,0.03233935321293574
0.879,0.3529,0.4372,0.21309999999999998,0.18030000000000002,0.08836310960888459,0.024625784645098986
0.758,0.46,0.5157,0.3318,0.3094,0.10248161764705882,0.02297794117647059
0.7120000000000001,0.7308,0.6653,0.40909999999999996,0.376,0.09595559080095163,0.020618556701030927
0.8290000000000001,0.3889,0.3469,0.17010000000000003,0.1531,0.21585903083700442,0.013215859030837005
0.9490000000000001,0.1324,0.38789999999999997,0.09480000000000001,0.09480000000000001,0.09076682316118936,0.053208137715179966
0.888,0.2133,0.5104,0.2917,0.25,0.09230769230769231,0.036057692307692304
0.64,0.4694,0.68,0.4,0.392,0.05212677231025855,0.02043369474562135
0.888,0.2321,0.54,0.26,0.24,0.10258514567090685,0.09191629052113254
0.835,0.3333,0.489,0.2912,0.2473,0.1172680412371134,0.028994845360824743
0.617,0.675,0.7440000000000001,0.47340000000000004,0.45409999999999995,0.0885372112917023,0.03421727972626176
0.738,0.431,0.6269,0.4249,0.39380000000000004,0.12772998014559894,0.03838517538054269
0.759,0.8247,0.85,0.625,0.6167,0.09111617312072894,0.036826119969627945
0.6409999999999999,0.5938,0.7106999999999999,0.4924,0.4721,0.09929435483870967,0.04838709677419355
0.7490000000000001,,0.7315,0.5,0.4815,0.08326908249807248,0.01079414032382421
0.9,,0.25,0.0667,0.0333,0.07371007371007371,0.004914004914004914
0.73,0.1714,0.5943,0.3019,0.2736,0.11790878754171301,0.0389321468298109
0.9079999999999999,0.1618,0.5115,0.1264,0.1207,0.12219101123595505,0.047752808988764044
0.7509999999999999,0.4375,0.6408,0.33880000000000005,0.3184,0.10429970200085142,0.01362281822051937
0.853,0.5446,0.7226,0.4526,0.41969999999999996,0.14723267060720044,0.05427189682966147
0.322,0.8406,0.8662000000000001,0.7023,0.6856,0.10087719298245613,0.06983805668016195
0.735,,0.6087,0.3043,0.3043,0.014964216005204945,0.0013012361743656475
0.841,,0.3696,0.10869999999999999,0.10869999999999999,0.09126984126984126,0.0
0.934,,0.3947,0.1447,0.1184,0.04342857142857143,0.002857142857142857
0.895,,0.5439,0.21050000000000002,0.193,0.05539358600583091,0.010689990281827016
0.9740000000000001,0.2,0.4902,0.2255,0.2157,0.03388704318936877,0.011627906976744186
0.9309999999999999,,0.4211,0.21050000000000002,0.193,0.0395010395010395,0.009702009702009701
0.945,0.3393,0.6415000000000001,0.3396,0.3396,0.05767138193688792,0.030467899891186073
0.917,0.2414,0.5357,0.4643,0.3214,0.018518518518518517,0.01917989417989418
0.731,0.24100000000000002,0.4355,0.2581,0.2419,0.07868020304568528,0.10532994923857868
0.892,0.1471,0.5428999999999999,0.1905,0.1714,0.06202008269344359,0.04016538688718252
0.861,0.1957,0.5418999999999999,0.21230000000000002,0.1955,0.08310120705663882,0.04271123491179202
0.498,0.3019,0.7418,0.4451,0.4341,0.11255411255411256,0.03277674706246135
0.81,0.23079999999999998,0.6103999999999999,0.1948,0.1948,0.14807692307692308,0.05
0.7340000000000001,0.5,0.6729,0.4252,0.3925,0.07858979067205288,0.014689680499449137
0.828,0.2286,0.5918,0.2704,0.25,0.0745814307458143,0.06659056316590563
0.847,0.2571,0.6315999999999999,0.4094,0.36840000000000006,0.07133917396745933,0.014601585314977055
0.8640000000000001,0.18600000000000003,0.2652,0.1505,0.11109999999999999,0.22355769230769232,0.03445512820512821
0.545,0.6905,0.6004999999999999,0.3248,0.3107,0.21594349142280525,0.02119071644803229
0.833,0.22089999999999999,0.4326,0.1953,0.1791,0.2138239681750373,0.04276479363500746
0.8220000000000001,,0.0814,0.0116,0.0116,0.3481781376518219,
0.821,0.4839,0.7787999999999999,0.3173,0.3077,0.06364749082007344,0.018971848225214197
0.09300000000000001,0.894,0.9577,0.8769,0.8654000000000001,0.11163589523400601,0.09317303563761271
0.049,0.8702,0.9329999999999999,0.7989,0.7820999999999999,0.10642092746730084,0.12366230677764566
0.958,0.5738,0.37770000000000004,0.1985,0.16949999999999998,0.2025206431986093,0.013255106475445458
0.9490000000000001,,0.0294,0.0,0.0,0.34517766497461927,
0.32,,0.625,0.25,0.25,0.056074766355140186,0.002336448598130841
0.547,0.5405,0.6875,0.4375,0.4219,0.06550665301944729,0.037871033776867964
0.586,0.72,0.7215,0.4557,0.4304,0.07951685958731756,0.025163563160543533
0.7140000000000001,0.23329999999999998,0.5043,0.188,0.1709,0.13310580204778158,0.034129692832764506
0.586,0.4894,0.7129000000000001,0.5099,0.4703,0.11642651296829971,0.027089337175792507
0.975,0.1642,0.34850000000000003,0.1061,0.1061,0.07142857142857142,0.07251082251082251
0.9490000000000001,0.1739,0.52,0.336,0.29600000000000004,0.06994963626189143,0.012870733072188025
0.912,0.2069,0.4,0.1923,0.1462,0.11828935395814377,0.052775250227479524
0.733,0.5732,0.7725,0.40759999999999996,0.4028,0.13345983554712207,0.05186590765338393
0.9279999999999999,,0.5161,0.129,0.129,0.0856353591160221,0.016574585635359115
0.9690000000000001,0.31579999999999997,0.5115999999999999,0.20929999999999999,0.20929999999999999,0.058265582655826556,0.025745257452574527
0.9329999999999999,,0.3514,0.1081,0.1081,0.08295964125560538,0.02466367713004484
0.09300000000000001,0.9053,0.95,0.9333,0.9167000000000001,0.10899182561307902,0.08628519527702089
0.268,0.7909999999999999,0.8641,0.6864,0.6794,0.10045502275113756,0.08540427021351067
0.124,0.7778,0.9028,0.7778,0.7639,0.0759493670886076,0.0379746835443038
0.203,0.8387,0.9669,0.884,0.8785,0.1251728907330567,0.06431535269709543
0.39,0.8889,0.9319,0.8298000000000001,0.7915000000000001,0.12057465366854797,0.046177526936890714
0.44,0.6849,0.8225,0.6391,0.6272,0.09321566464423607,0.04026475455046884
0.184,0.8345,0.9292,0.8495999999999999,0.8273999999999999,0.10896817743490839,0.06702025072324011
0.33899999999999997,0.6762,0.8349,0.6054999999999999,0.5826,0.11128126595201633,0.05359877488514548
0.242,0.7886,0.9011,0.7967,0.7802,0.08891060087933561,0.06008793356130923
0.64,,0.7726999999999999,0.3182,0.3182,0.0061815116605788145,0.002528800224782242
0.71,,0.7717,0.4783,0.4457,0.11057692307692307,0.009615384615384616
0.684,0.64,0.7833,0.5542,0.5083,0.11730205278592376,0.012218963831867057
0.733,0.4138,0.6643000000000001,0.4143,0.3714,0.09975062344139651,0.020662629141432135
0.502,0.7,0.8412000000000001,0.6318,0.6047,0.11685748124753258,0.02763521515988946
0.873,0.2955,0.5702,0.4132,0.38020000000000004,0.09942481511914544,0.07230895645028759
0.764,0.4561,0.7159,0.40149999999999997,0.375,0.12244897959183673,0.05287569573283859
0.7709999999999999,0.2667,0.5827,0.3985,0.3496,0.1417910447761194,0.031982942430703626
0.48200000000000004,0.6981,0.7829,0.5314,0.5029,0.08131970260223048,0.02462825278810409
0.154,0.8571,0.9454,0.8190999999999999,0.8123,0.11886409736308316,0.07383367139959432
0.251,,0.6,0.2,0.2,0.013837638376383764,0.01014760147601476
0.413,0.6,0.8533,0.56,0.5467,0.07112375533428165,0.030820293978188716
0.17,0.7521,0.8959999999999999,0.7129000000000001,0.6881,0.08141878274889158,0.04877065699314793
0.386,0.8273,0.8606,0.7067,0.6683,0.09377817853922453,0.04959422903516682
0.156,0.7914,0.9044,0.6931999999999999,0.6733,0.08751743375174338,0.05683403068340307
0.516,,0.8889,0.3333,0.3333,0.026627218934911243,0.0014792899408284023
0.141,0.9444,0.9412,0.8431000000000001,0.8431000000000001,0.12408759124087591,0.08759124087591241
0.946,0.11109999999999999,0.1905,0.047599999999999996,0.047599999999999996,0.029914529914529916,0.05128205128205128
0.92,0.34380000000000005,0.7442,0.46509999999999996,0.41859999999999997,0.11466666666666667,0.17066666666666666
0.8420000000000001,0.026099999999999998,0.39130000000000004,0.0652,0.0652,0.047520661157024795,0.15805785123966942
0.852,0.051100000000000007,0.3846,0.13849999999999998,0.13849999999999998,0.0410612760581175,0.17308907138344914
0.861,0.048499999999999995,0.3564,0.1188,0.099,0.056519306099608285,0.14997202014549524
0.89,0.6098,0.4301,0.24350000000000002,0.21760000000000002,0.18020541549953314,0.03828197945845005
0.6759999999999999,0.6,0.46340000000000003,0.2775,0.2539,0.22404692082111438,0.017595307917888565
0.5670000000000001,0.7143,0.6231,0.5167,0.462,0.22065727699530516,0.018779342723004695
0.8370000000000001,,0.3689,0.1893,0.1553,0.19807692307692307,0.013461538461538462
0.856,0.2353,0.5847,0.2842,0.2623,0.0967741935483871,0.035959809624537285
0.626,0.8234999999999999,0.8093,0.6907,0.634,0.0961824491819534,0.02528507684680218
0.198,0.8776999999999999,0.8839,0.8009000000000001,0.763,0.15577703949796973,0.06939830195644149
0.235,0.8672,0.8992,0.8165,0.7829,0.16294736842105262,0.053894736842105266
0.562,0.8986,0.8431000000000001,0.799,0.7156999999999999,0.12028301886792453,0.04068396226415094
0.53,,0.6579,0.2632,0.2368,0.055152394775036286,0.0043541364296081275
0.389,,0.8946999999999999,0.31579999999999997,0.31579999999999997,0.004397130293913446,0.0
0.622,,0.4474,0.1316,0.0789,0.02800294767870302,0.0007369196757553427
0.42700000000000005,,0.8421,0.5263,0.5263,0.05013192612137203,0.021108179419525065
0.07,0.9107999999999999,0.9854,0.8732,0.8732,0.08032915360501568,0.10540752351097178
0.184,0.7154,0.9211,0.7947,0.7789,0.0625,0.08782894736842105
0.349,0.8421,0.9148999999999999,0.7021,0.6809000000000001,0.05298759864712514,0.02142051860202931
0.7140000000000001,,0.5072,0.1159,0.1159,0.0942622950819672,0.01092896174863388
0.6729999999999999,0.7419,0.7387999999999999,0.5634,0.5186999999999999,0.11218082879866052,0.03892842193386354
0.5720000000000001,0.8901,0.8959,0.855,0.7993000000000001,0.11918475852902083,0.04031900753212229
0.764,0.44439999999999996,0.7473000000000001,0.6629999999999999,0.6043999999999999,0.1343503937007874,0.0265748031496063
0.37200000000000005,0.6512,0.8332999999999999,0.537,0.5185,0.09523809523809523,0.07583774250440917
0.496,0.303,0.7021,0.23399999999999999,0.21280000000000002,0.08202443280977312,0.05759162303664921
0.452,0.11359999999999999,0.4595,0.1351,0.1351,0.08486238532110092,0.10091743119266056
0.951,0.0909,0.35710000000000003,0.1429,0.11900000000000001,0.10741687979539642,0.08439897698209718
0.7090000000000001,0.5,0.5581,0.23260000000000003,0.20929999999999999,0.07904411764705882,0.016544117647058824
0.9229999999999999,0.1277,0.46149999999999997,0.2077,0.18460000000000001,0.039755351681957186,0.043119266055045874
0.78,0.36719999999999997,0.6761,0.36619999999999997,0.3521,0.034069097888675626,0.061420345489443376
0.40299999999999997,0.7059000000000001,0.8511,0.4894,0.4468,0.08377896613190731,0.030303030303030304
0.53,,0.65,0.35,0.35,0.11049723756906077,0.07734806629834254
0.34600000000000003,0.5294,0.6,0.2,0.2,0.06172839506172839,0.05246913580246913
0.434,0.5758,0.82,0.48,0.46,0.07836990595611286,0.05172413793103448
0.349,0.6136,0.8681,0.5139,0.5139,0.10212765957446808,0.062411347517730496
0.24,0.757,0.9273,0.7091,0.7091,0.09691629955947137,0.09427312775330396
0.622,0.619,0.7815000000000001,0.6386999999999999,0.5966,0.08927231807951988,0.06301575393848462
0.38799999999999996,0.6964,0.8095,0.5635,0.5635,0.1024390243902439,0.04552845528455285
0.10800000000000001,0.8690000000000001,0.9804,0.7843000000000001,0.7843000000000001,0.07840122982321292,0.06456571867794005
0.078,0.9034,0.9716,0.8976999999999999,0.8976999999999999,0.0912863070539419,0.0912863070539419
0.09699999999999999,0.9309999999999999,0.9262,0.8120999999999999,0.7987000000000001,0.09365179132620993,0.09113764927718417
0.6729999999999999,,0.5185,0.3333,0.22219999999999998,0.17307692307692307,0.02564102564102564
0.616,0.5,0.9167000000000001,0.75,0.7222,0.07346938775510205,0.0326530612244898
0.8270000000000001,,0.68,0.2,0.2,0.11061946902654868,0.008849557522123894
0.613,0.7082999999999999,0.9,0.6,0.6,0.05859375,0.046875
0.33299999999999996,,1.0,0.7059000000000001,0.7059000000000001,0.09770114942528736,0.04597701149425287
0.732,0.6818000000000001,0.8395,0.642,0.6049,0.05003088326127239,0.013588634959851761
0.667,,0.7222,0.3889,0.3333,0.043373493975903614,0.016867469879518072
0.534,0.42310000000000003,0.6304,0.3478,0.3478,0.06609195402298851,0.03735632183908046
0.789,0.12119999999999999,0.43479999999999996,0.2391,0.1522,0.09603340292275574,0.06889352818371608
0.753,0.4359,0.6,0.2583,0.24170000000000003,0.06814310051107325,0.022146507666098807
0.619,0.4211,0.6526000000000001,0.3789,0.3579,0.0673281360737066,0.013465627214741318
0.669,0.32289999999999996,0.6408,0.3239,0.3099,0.08706315144083385,0.05885959534028203
0.812,0.22219999999999998,0.6,0.3517,0.3034,0.08276255707762557,0.025684931506849314
0.693,0.3281,0.6568999999999999,0.3796,0.3285,0.0714658320292123,0.03338549817423057
0.779,0.2254,0.563,0.2857,0.2605,0.06397849462365592,0.038172043010752686
0.8,0.3333,0.6264,0.3407,0.3297,0.07320997586484312,0.04102976669348351
0.7490000000000001,0.42310000000000003,0.7091,0.42729999999999996,0.3909,0.06384213580963435,0.030179918746372606
0.816,0.2857,0.5,0.16670000000000001,0.16670000000000001,0.03185840707964602,0.049557522123893805
0.7829999999999999,,0.5115999999999999,0.20929999999999999,0.1628,0.06475903614457831,0.0030120481927710845
0.8320000000000001,0.2206,0.6098,0.1707,0.1707,0.10663198959687907,0.08842652795838751
0.633,0.25,,,,0.03409090909090909,0.15151515151515152
0.83,0.0667,,,,0.017543859649122806,0.08771929824561403
0.44,0.7895,0.9231,0.5769,0.5769,0.07202216066481995,0.05263157894736842
0.138,0.7686,0.9322,0.7797,0.7797,0.06982248520710059,0.14319526627218934
0.855,0.0943,0.42450000000000004,0.0849,0.0755,0.08702791461412152,0.04351395730706076
0.76,0.2571,0.5714,0.2857,0.2571,0.06457564575645756,0.03228782287822878
0.623,,0.7436,0.4103,0.39740000000000003,0.13356164383561644,0.018835616438356163
0.447,0.5778,0.6286,0.4214,0.3857,0.2074074074074074,0.03333333333333333
0.687,0.4412,0.4294,0.2768,0.2373,0.15789473684210525,0.030330062444246207
0.196,0.8387,0.8548,0.8387,0.7742,0.0998389694041868,0.0499194847020934
0.8420000000000001,0.22820000000000001,0.5216,0.3319,0.2888,0.07988980716253444,0.0709366391184573
0.693,0.2787,0.6335000000000001,0.31679999999999997,0.2981,0.06043543543543543,0.0457957957957958
0.684,0.32,0.6271,0.3729,0.3644,0.05164113785557987,0.02188183807439825
0.541,0.5109,0.7123,0.41509999999999997,0.39149999999999996,0.07966929725667042,0.051484404359263436
0.8079999999999999,0.23809999999999998,0.5727,0.2727,0.2727,0.08709422011084719,0.0332541567695962
